channel_title,category_id,views,likes,dislikes,comment_total,date,,,,,,,,,,
KREM2,22,25399,98,0,49,14.1,,,,,,,,,,
AIRBORNE-FILMS,1,32717,379,9,39,14.1,,,,,,,,,,
HOT 97,10,67512,637,50,335,14.1,,,,,,,,,,
TMZ,24,6731,16,5,5,14.1,,,,,,,,,,
The Film Theorists,1,2295461,106554,8610,22091,15.1,,,,,,,,,,
Saturday Night Live,24,127890,12360,440,1026,15.1,,,,,,,,,,
What's Inside?,28,368211,5601,1626,1609,15.1,,,,,,,,,,
Rosanna Pansino,26,704330,25658,966,3366,15.1,,,,,,,,,,
Netflix,24,6514627,221120,3261,21573,15.1,,,,,,,,,,
Hannah Stocking,23,2015177,68150,2144,3866,15.1,,,,,,,,,,
Hevesh5,24,178252,3779,367,508,15.1,,,,,,,,,,
NASA Johnson,28,631734,7637,618,1950,15.1,,,,,,,,,,
20th Century Fox,1,5632058,31390,4843,9250,15.1,,,,,,,,,,
The Tonight Show Starring Jimmy Fallon,23,725253,11471,337,584,15.1,,,,,,,,,,
The Infographics Show,27,243019,5761,373,1814,15.1,,,,,,,,,,
Simply Nailogical,24,682699,61460,556,12849,15.1,,,,,,,,,,
MLB,17,490269,2558,835,926,15.1,,,,,,,,,,
Jan N,22,1313187,45879,709,8889,15.1,,,,,,,,,,
Alesso,10,7784929,447906,68902,66014,15.1,,,,,,,,,,
RealLifeLore,27,1525434,39866,2245,6539,15.1,,,,,,,,,,
The Late Show with Stephen Colbert,24,996831,19098,3888,2833,15.1,,,,,,,,,,
Late Night with Seth Meyers,23,2101641,31162,6449,7154,15.1,,,,,,,,,,
Gus Johnson,23,52248,3607,127,252,15.1,,,,,,,,,,
The Late Late Show with James Corden,24,1320584,33476,780,2530,15.1,,,,,,,,,,
Thomas Sanders,23,229896,20871,217,5569,15.1,,,,,,,,,,
theflippist,1,227362,3159,132,162,15.1,,,,,,,,,,
Kayley Melissa,26,28912,2492,30,220,15.1,,,,,,,,,,
Vox,25,524772,20492,1041,2450,15.1,,,,,,,,,,
Rclbeauty101,24,1145053,46652,1035,4585,15.1,,,,,,,,,,
Associated Press,25,696132,2585,1957,0,15.1,,,,,,,,,,
Real Engineering,28,547268,15443,469,1547,15.1,,,,,,,,,,
vlogbrothers,22,123190,7626,72,890,15.1,,,,,,,,,,
Half as Interesting,27,1717243,30851,3414,5567,15.1,,,,,,,,,,
Cole and Marmalade,15,93000,5268,81,702,15.1,,,,,,,,,,
TheEllenShow,24,420747,5568,268,681,15.1,,,,,,,,,,
Liza Koshy,23,4230596,370642,2797,17551,15.1,,,,,,,,,,
BBC Newsnight,25,394872,6343,684,0,15.1,,,,,,,,,,
DaveHax,26,137444,3504,147,611,15.1,,,,,,,,,,
MSNBC,25,48922,275,162,355,15.1,,,,,,,,,,
Binging with Babish,24,792368,51905,602,4425,15.1,,,,,,,,,,
thataylaa,26,134976,7057,169,1065,15.1,,,,,,,,,,
AsapSCIENCE,28,638120,19739,361,1886,15.1,,,,,,,,,,
Bebe Rexha,10,288591,26693,271,1689,15.1,,,,,,,,,,
BETNetworks,24,30224787,916296,166986,314704,15.1,,,,,,,,,,
JessieJVEVO,10,1347249,91658,901,4805,15.1,,,,,,,,,,
MinuteEarth,28,251921,9340,179,767,15.1,,,,,,,,,,
Donald Trump,22,191227,802,58,118,15.1,,,,,,,,,,
Amber Scholl,26,359498,17385,782,1798,15.1,,,,,,,,,,
The Scran Line,26,36257,1991,47,188,15.1,,,,,,,,,,
UFC - Ultimate Fighting Championship,17,438850,4411,315,2520,15.1,,,,,,,,,,
PinkVEVO,10,533128,27682,491,1237,15.1,,,,,,,,,,
johnlegendVEVO,10,863315,25171,1070,1864,15.1,,,,,,,,,,
SUPERFRUIT,24,153073,19257,99,1790,15.1,,,,,,,,,,
KaneBrownVEVO,10,349735,9254,295,530,15.1,,,,,,,,,,
Carli Bybel,26,818744,34245,1927,6995,15.1,,,,,,,,,,
Tom Daley,17,23518,1834,37,218,15.1,,,,,,,,,,
Jimmy Kimmel Live,24,206964,7976,77,466,15.1,,,,,,,,,,
Fueled By Ramen,10,109100,5399,237,755,15.1,,,,,,,,,,
OfficialGucciMane,10,477774,13620,467,1142,15.1,,,,,,,,,,
ChrisYoungVEVO,10,71810,3106,55,175,15.1,,,,,,,,,,
Grandpa Kitchen,26,745680,26934,921,5651,15.1,,,,,,,,,,
WeAreLostKingsVEVO,10,173342,17427,188,1249,15.1,,,,,,,,,,
CinemaSins,1,843543,21349,399,3662,15.1,,,,,,,,,,
markit aneight,22,484142,3745,257,674,15.1,,,,,,,,,,
Jaclyn Hill,26,749120,41245,1714,5802,15.1,,,,,,,,,,
DariusRuckerVEVO,10,26460,1316,22,82,15.1,,,,,,,,,,
Bon Appétit,26,171739,5137,106,593,15.1,,,,,,,,,,
BeckVEVO,10,110087,3363,88,483,15.1,,,,,,,,,,
CNNMoney,25,71792,343,384,733,15.1,,,,,,,,,,
JK Brickworks,24,114819,3428,25,202,15.1,,,,,,,,,,
Team Edge,23,1340884,23032,2908,7484,15.1,,,,,,,,,,
Channel Awesome,24,1110360,51477,2768,16316,15.1,,,,,,,,,,
Ryan Upchurch,24,287442,12147,708,1848,15.1,,,,,,,,,,
ProZD,1,1086198,71000,1737,6706,15.1,,,,,,,,,,
Walk off the Earth,10,543918,34480,533,1873,15.1,,,,,,,,,,
KodalineVEVO,10,595138,40647,229,1859,15.1,,,,,,,,,,
CBS Baltimore,25,57029,679,6,64,15.1,,,,,,,,,,
Marques Brownlee,28,1106694,68436,961,6504,15.1,,,,,,,,,,
ClevverTV,24,634545,15908,2362,1895,15.1,,,,,,,,,,
Ariel Bissett,22,16561,1495,18,184,15.1,,,,,,,,,,
AviciiOfficialVEVO,10,256887,12725,195,696,15.1,,,,,,,,,,
TheScoreVEVO,10,53805,4133,33,379,15.1,,,,,,,,,,
Auralnauts,23,111458,5070,83,649,15.1,,,,,,,,,,
ImagineDragonsVEVO,10,6106180,463695,3264,24744,15.1,,,,,,,,,,
JessiSmiles,23,178011,11473,131,885,15.1,,,,,,,,,,
Meet Arnold,22,2179619,78509,2679,12122,15.1,,,,,,,,,,
marshmello,10,512500,32977,451,2159,15.1,,,,,,,,,,
pixiwoo,26,129097,5184,171,561,15.1,,,,,,,,,,
The School of Life,27,105107,4989,168,590,15.1,,,,,,,,,,
Lessons from the Screenplay,1,142700,11257,60,1282,15.1,,,,,,,,,,
Cracken News,25,3235959,22769,1015,4317,15.1,,,,,,,,,,
Taylor Swift,10,511620,32214,2632,3659,15.1,,,,,,,,,,
itsAlexClark,1,393046,18562,487,5188,15.1,,,,,,,,,,
Chloe Morello,26,109121,10735,105,1516,15.1,,,,,,,,,,
CollegeHumor,23,467127,24509,2302,3058,15.1,,,,,,,,,,
michaeljacksonVEVO,10,915562,42516,819,6163,15.1,,,,,,,,,,
Douglas Thron,25,955106,0,0,0,15.1,,,,,,,,,,
The Slow Mo Guys,24,1437839,47876,630,2790,15.1,,,,,,,,,,
SpaceX,28,402504,9110,124,1067,15.1,,,,,,,,,,
Nile Wilson,17,265486,11906,92,544,15.1,,,,,,,,,,
Vogue,24,1953211,51898,1948,8995,15.1,,,,,,,,,,
Camila Cabello,10,88212,15657,57,810,15.1,,,,,,,,,,
jacksfilms,23,1039560,56037,463,30076,15.1,,,,,,,,,,
Star Wars,24,185277,7201,131,1150,15.1,,,,,,,,,,
TheBackyardScientist,28,689472,26325,631,3760,15.1,,,,,,,,,,
JessieWareVEVO,10,193932,9759,68,375,15.1,,,,,,,,,,
ExplosmEntertainment,23,1136289,46775,1564,3282,15.1,,,,,,,,,,
CGTN,25,4588590,36883,7061,7930,15.1,,,,,,,,,,
LustreLux,26,180798,10255,271,1113,15.1,,,,,,,,,,
Lindsey Stirling,24,1457382,103394,1711,5992,15.1,,,,,,,,,,
truTV,24,225260,3562,218,479,15.1,,,,,,,,,,
Oculus,20,272468,1798,429,762,15.1,,,,,,,,,,
Fox News,25,446091,5249,1136,2636,15.1,,,,,,,,,,
Lisa Eldridge,26,179952,8843,168,868,15.1,,,,,,,,,,
SonyPicturesClassics,24,118077,1333,29,181,15.1,,,,,,,,,,
FreeDawkins,17,120329,973,22,553,15.1,,,,,,,,,,
colinfurze,2,682918,20227,956,1474,15.1,,,,,,,,,,
Mayim Bialik,1,117939,6135,1306,2187,15.1,,,,,,,,,,
HellthyJunkFood,24,447402,13278,404,2917,15.1,,,,,,,,,,
The Food Ranger,19,424665,10345,318,2673,15.1,,,,,,,,,,
Kris Wu,10,1011944,67760,939,7435,15.1,,,,,,,,,,
PsychoSoprano,23,1904565,71353,838,7709,15.1,,,,,,,,,,
WalkTheMoonVEVO,10,39199,2229,88,327,15.1,,,,,,,,,,
TED-Ed,27,126413,4684,209,469,15.1,,,,,,,,,,
bill wurtz,22,1499070,149828,3282,14999,15.1,,,,,,,,,,
Wil Dasovich,22,245647,10924,155,1998,15.1,,,,,,,,,,
Kiiara,10,45245,4967,37,449,15.1,,,,,,,,,,
IFC Films,1,12575,129,3,4,15.1,,,,,,,,,,
Daniel Howell,22,1572174,280713,694,52083,15.1,,,,,,,,,,
Cracked,23,231319,12233,1669,3210,15.1,,,,,,,,,,
BuzzFeedVideo,22,1771770,78526,3759,6665,15.1,,,,,,,,,,
BishopBriggsVEVO,10,65420,6131,25,401,15.1,,,,,,,,,,
Don Giller,27,516934,993,98,0,15.1,,,,,,,,,,
PatrickStarrr,26,2129632,89783,2495,12776,15.1,,,,,,,,,,
LaurDIY,26,1142580,54817,406,8716,15.1,,,,,,,,,,
Brave Wilderness,15,843942,27612,273,4116,15.1,,,,,,,,,,
National Yo-Yo Contest,17,496293,4475,190,562,15.1,,,,,,,,,,
Glam&Gore,22,256479,18751,109,1747,15.1,,,,,,,,,,
Nature on PBS,15,269318,405,9,32,15.1,,,,,,,,,,
Nintendo,20,5013017,94714,7267,18151,15.1,,,,,,,,,,
JakeBuggVEVO,10,193727,21814,156,1242,15.1,,,,,,,,,,
SamSmithWorldVEVO,10,780288,49311,244,2906,15.1,,,,,,,,,,
VICE News,25,34122,466,21,356,15.1,,,,,,,,,,
EUROLEAGUE BASKETBALL,17,15059,146,2,19,15.1,,,,,,,,,,
Refinery29,26,9814,142,13,16,15.1,,,,,,,,,,
Paramore,10,112900,11675,97,716,15.1,,,,,,,,,,
30 Rock Official,24,518482,1404,43,261,15.1,,,,,,,,,,
Numberphile,28,275747,17759,222,1305,15.1,,,,,,,,,,
Watch What Happens Live with Andy Cohen,24,28782,175,23,28,15.1,,,,,,,,,,
GOTDAMN ZO,24,100254,8669,46,912,15.1,,,,,,,,,,
Looper,24,1029915,7857,649,1627,15.1,,,,,,,,,,
Grace Helbig,22,188066,15623,44,867,15.1,,,,,,,,,,
Madelaine Petsch,22,126642,11577,19,857,15.1,,,,,,,,,,
TomWalkerVEVO,10,57364,5140,491,252,15.1,,,,,,,,,,
Tess Christine,26,188595,11449,117,625,15.1,,,,,,,,,,
GregoryPorterVEVO,10,45655,1282,32,64,15.1,,,,,,,,,,
ESPN,17,69800,1002,23,717,15.1,,,,,,,,,,
LIVEKellyandRyan,24,2843,37,0,3,15.1,,,,,,,,,,
SORTEDfood,26,119034,3784,73,251,15.1,,,,,,,,,,
E! Entertainment,24,21258,158,26,30,15.1,,,,,,,,,,
BuzzFeedBlue,17,223548,5931,487,590,15.1,,,,,,,,,,
PBS NewsHour,25,8964,65,5,0,15.1,,,,,,,,,,
AnthonyPadilla,23,244863,30948,454,3941,15.1,,,,,,,,,,
FOX,24,10683,76,37,33,15.1,,,,,,,,,,
Domo and Crissy,23,1162462,74622,1775,9598,15.1,,,,,,,,,,
Braun,17,46097,89,1,9,15.1,,,,,,,,,,
Vanity Fair,23,396738,10427,339,667,15.1,,,,,,,,,,
CupcakeJemma,26,47415,2310,20,128,15.1,,,,,,,,,,
SuperCarlinBrothers,22,233063,9587,352,2184,15.1,,,,,,,,,,
Volpe Music,10,147976,2785,57,486,15.1,,,,,,,,,,
Ari Fitz,26,20004,2383,12,254,15.1,,,,,,,,,,
Wassabi Productions,24,996054,47206,1736,4612,15.1,,,,,,,,,,
Business Insider,25,736908,2236,6070,7084,15.1,,,,,,,,,,
Tested,28,232184,8385,92,784,15.1,,,,,,,,,,
WWE,17,7530219,173027,3803,23470,15.1,,,,,,,,,,
IdolxVoice,24,2528,34,0,13,15.1,,,,,,,,,,
ViralHog,22,29290,38,12,29,15.1,,,,,,,,,,
The Global Goals,29,3154162,51211,29817,0,15.1,,,,,,,,,,
The Guides,20,8313,14,0,4,15.1,,,,,,,,,,
Demi Lovato,24,920485,47869,721,1911,15.1,,,,,,,,,,
Snapchat,10,162413,0,0,0,15.1,,,,,,,,,,
Charlie Rose,24,302032,7897,83,432,15.1,,,,,,,,,,
Asmodee Digital,20,2345,20,2,1,15.1,,,,,,,,,,
Courtelizz1,26,117909,12080,30,2359,15.1,,,,,,,,,,
Casey Holmes,26,362831,13515,550,1361,15.1,,,,,,,,,,
La Guardia Cross,23,87219,7639,27,934,15.1,,,,,,,,,,
MyHarto,26,52280,4740,23,400,15.1,,,,,,,,,,
St. Vincent,10,233370,4137,199,571,15.1,,,,,,,,,,
YBF Chic,24,17424,2,0,2,15.1,,,,,,,,,,
NSA_Listbot,28,13586,48,4,7,15.1,,,,,,,,,,
Tyler Oakley,24,211177,16675,417,2539,15.1,,,,,,,,,,
Jackie Aina,26,482253,39709,381,4226,15.1,,,,,,,,,,
Smosh,23,2318203,64553,6770,7843,15.1,,,,,,,,,,
Desi Perkins,26,477234,35806,348,4030,15.1,,,,,,,,,,
Good Morning America,24,12049,92,2,14,15.1,,,,,,,,,,
First We Feast,26,457129,12121,206,1170,15.1,,,,,,,,,,
Nerdist,24,100988,3039,180,581,15.1,,,,,,,,,,
REACT,24,971771,23872,1035,2625,15.1,,,,,,,,,,
Peter McKinnon,22,292477,17806,184,2028,15.1,,,,,,,,,,
Dancing With The Stars,24,323564,1464,18,80,15.1,,,,,,,,,,
NFL,17,718781,5542,333,1750,15.1,,,,,,,,,,
Crate and Barrel,26,36059,225,228,0,15.1,,,,,,,,,,
ThreadBanger,26,997434,68676,589,6691,15.1,,,,,,,,,,
Dulce Candy,26,35671,1533,58,163,15.1,,,,,,,,,,
BuzzFeedVideo,22,3844055,118156,2865,16915,16.1,,,,,,,,,,
Saturday Night Live,24,4061507,92497,5563,7664,16.1,,,,,,,,,,
iVod Channel,17,899262,906,707,1265,16.1,,,,,,,,,,
Tasty,26,323782,12690,880,2941,16.1,,,,,,,,,,
The Film Theorists,1,3964929,147153,13752,29401,16.1,,,,,,,,,,
HellthyJunkFood,24,292723,7775,690,992,16.1,,,,,,,,,,
Boldly,22,525127,19336,2196,1913,16.1,,,,,,,,,,
What's Inside?,28,714400,7690,3349,2509,16.1,,,,,,,,,,
BuzzFeedBlue,22,1248135,34341,6151,5828,16.1,,,,,,,,,,
Engineering Explained,2,228164,6207,209,1489,16.1,,,,,,,,,,
Hevesh5,24,1331563,12066,1759,1415,16.1,,,,,,,,,,
Bruno Mars,10,844185,96337,511,8924,16.1,,,,,,,,,,
Rosanna Pansino,26,1162858,34064,1505,4595,16.1,,,,,,,,,,
Safiya Nygaard,22,3027568,144223,1479,21276,16.1,,,,,,,,,,
The Infographics Show,27,445638,7781,731,2482,16.1,,,,,,,,,,
Mark Rober,28,110406,6827,178,857,16.1,,,,,,,,,,
Netflix,24,7622376,243465,3608,23832,16.1,,,,,,,,,,
CollegeHumor,23,571044,26923,8542,7369,16.1,,,,,,,,,,
NASA Johnson,28,1334103,14944,1175,4335,16.1,,,,,,,,,,
The Food Ranger,19,294078,8854,237,2019,16.1,,,,,,,,,,
The Tonight Show Starring Jimmy Fallon,23,1113183,15380,562,934,16.1,,,,,,,,,,
Hannah Stocking,23,2327671,73612,2884,4477,16.1,,,,,,,,,,
Simply Nailogical,24,924644,73640,810,14885,16.1,,,,,,,,,,
20th Century Fox,1,6139085,35599,5500,10370,16.1,,,,,,,,,,
Alesso,10,9629530,504162,82474,74107,16.1,,,,,,,,,,
MLB,17,509113,2615,868,964,16.1,,,,,,,,,,
Scotty Cranmer,24,145111,4841,102,464,16.1,,,,,,,,,,
Gus Johnson,23,100337,5235,312,529,16.1,,,,,,,,,,
RealLifeLore,27,1842971,44413,2687,7359,16.1,,,,,,,,,,
Jan N,22,1544933,51737,807,10201,16.1,,,,,,,,,,
Seeker,28,169770,6167,211,1004,16.1,,,,,,,,,,
Lele Pons,23,2944282,112206,4511,8803,16.1,,,,,,,,,,
CBS News,25,385800,1290,1218,3676,16.1,,,,,,,,,,
IRONMANTriathlon,24,74446,356,29,51,16.1,,,,,,,,,,
D3sports.com,17,12331,74,16,26,16.1,,,,,,,,,,
Cole and Marmalade,15,218118,6969,161,916,16.1,,,,,,,,,,
Late Night with Seth Meyers,23,2344734,33162,7472,8185,16.1,,,,,,,,,,
The Late Show with Stephen Colbert,24,1156632,20996,4610,3440,16.1,,,,,,,,,,
The Late Late Show with James Corden,24,1648210,39411,953,3095,16.1,,,,,,,,,,
Vox,25,589067,22428,1160,2664,16.1,,,,,,,,,,
Thomas Sanders,23,275430,23178,295,6261,16.1,,,,,,,,,,
Tom Daley,17,44729,2569,109,297,16.1,,,,,,,,,,
Rclbeauty101,24,1429767,53847,1382,5135,16.1,,,,,,,,,,
Real Engineering,28,655030,17414,540,1737,16.1,,,,,,,,,,
theflippist,1,265138,3634,156,213,16.1,,,,,,,,,,
Associated Press,25,732441,2723,2034,0,16.1,,,,,,,,,,
Half as Interesting,27,2295902,40513,4374,6655,16.1,,,,,,,,,,
vlogbrothers,22,140972,8350,103,951,16.1,,,,,,,,,,
The Scran Line,26,60285,2717,81,250,16.1,,,,,,,,,,
DaveHax,26,160536,3786,178,737,16.1,,,,,,,,,,
Kayley Melissa,26,67280,3686,60,314,16.1,,,,,,,,,,
MSNBC,25,60838,327,258,485,16.1,,,,,,,,,,
Donald Trump,22,260744,1415,102,218,16.1,,,,,,,,,,
Oli White,24,251753,13356,104,923,16.1,,,,,,,,,,
Bebe Rexha,10,436367,31214,337,1817,16.1,,,,,,,,,,
BBC Newsnight,25,538492,8507,911,0,16.1,,,,,,,,,,
thataylaa,26,163542,7774,235,1227,16.1,,,,,,,,,,
Unbox Therapy,28,1046746,32063,1915,4363,16.1,,,,,,,,,,
TheEllenShow,24,498354,6244,300,868,16.1,,,,,,,,,,
Liza Koshy,23,4562644,388994,2998,18220,16.1,,,,,,,,,,
COPA90,17,62910,2683,18,374,16.1,,,,,,,,,,
JessieJVEVO,10,2089574,121246,1221,5719,16.1,,,,,,,,,,
MinuteEarth,28,283714,10178,204,811,16.1,,,,,,,,,,
Binging with Babish,24,825776,53050,617,4508,16.1,,,,,,,,,,
Matthias Wandel,26,342853,11849,348,1073,16.1,,,,,,,,,,
AsapSCIENCE,28,686592,20751,380,1991,16.1,,,,,,,,,,
Fueled By Ramen,10,134054,5915,280,825,16.1,,,,,,,,,,
SUPERFRUIT,24,182153,20561,114,1918,16.1,,,,,,,,,,
UFC - Ultimate Fighting Championship,17,470551,4517,329,2620,16.1,,,,,,,,,,
Amber Scholl,26,400678,18522,851,1936,16.1,,,,,,,,,,
johnlegendVEVO,10,1238676,33207,1370,2144,16.1,,,,,,,,,,
Jimmy Kimmel Live,24,285222,10429,92,614,16.1,,,,,,,,,,
KaneBrownVEVO,10,416703,10284,326,564,16.1,,,,,,,,,,
OfficialGucciMane,10,550073,14492,519,1156,16.1,,,,,,,,,,
Carli Bybel,26,909825,36747,2094,7362,16.1,,,,,,,,,,
CrazyRussianHacker,28,1168522,26082,644,3262,16.1,,,,,,,,,,
ChrisYoungVEVO,10,100059,3660,58,201,16.1,,,,,,,,,,
PeterSripol,28,164013,7091,78,2312,16.1,,,,,,,,,,
Grandpa Kitchen,26,827625,28838,988,6052,16.1,,,,,,,,,,
AviciiOfficialVEVO,10,372198,14505,231,778,16.1,,,,,,,,,,
BETNetworks,24,31636010,950353,175483,327345,16.1,,,,,,,,,,
WeAreLostKingsVEVO,10,280573,25002,280,1406,16.1,,,,,,,,,,
JK Brickworks,24,147530,3828,30,262,16.1,,,,,,,,,,
CinemaSins,1,903015,22173,422,3942,16.1,,,,,,,,,,
markit aneight,22,596036,4685,334,804,16.1,,,,,,,,,,
ImagineDragonsVEVO,10,7537619,508801,3808,26234,16.1,,,,,,,,,,
Jaclyn Hill,26,808823,43842,1809,6076,16.1,,,,,,,,,,
DariusRuckerVEVO,10,33098,1448,27,88,16.1,,,,,,,,,,
BeckVEVO,10,150215,4125,109,532,16.1,,,,,,,,,,
CNNMoney,25,106877,507,474,980,16.1,,,,,,,,,,
Bon Appétit,26,180690,5315,108,607,16.1,,,,,,,,,,
Team Edge,23,1383110,23408,2951,7608,16.1,,,,,,,,,,
CBS Baltimore,25,79187,1159,9,113,16.1,,,,,,,,,,
KodalineVEVO,10,831230,49136,335,2032,16.1,,,,,,,,,,
Channel Awesome,24,1210436,53716,2893,16973,16.1,,,,,,,,,,
SuperCarlinBrothers,22,128715,7326,70,1591,16.1,,,,,,,,,,
Ryan Upchurch,24,330288,12623,726,1872,16.1,,,,,,,,,,
Walk off the Earth,10,614203,37307,565,2029,16.1,,,,,,,,,,
marshmello,10,609525,35603,493,2293,16.1,,,,,,,,,,
Chloe Morello,26,121388,11808,106,1590,16.1,,,,,,,,,,
ProZD,1,1113777,72091,1748,6855,16.1,,,,,,,,,,
Bad Obsession Motorsport,2,186120,12769,74,1942,16.1,,,,,,,,,,
Auralnauts,23,160785,5441,92,689,16.1,,,,,,,,,,
Marques Brownlee,28,1152687,70482,992,6668,16.1,,,,,,,,,,
ClevverTV,24,662908,16399,2428,1950,16.1,,,,,,,,,,
Washington Post,25,10848,53,52,56,16.1,,,,,,,,,,
michaeljacksonVEVO,10,1058162,45825,902,6497,16.1,,,,,,,,,,
JessiSmiles,23,190777,11959,137,892,16.1,,,,,,,,,,
Meet Arnold,22,2227164,79456,2855,12670,16.1,,,,,,,,,,
Lessons from the Screenplay,1,154028,11884,65,1363,16.1,,,,,,,,,,
pixiwoo,26,142840,5583,182,586,16.1,,,,,,,,,,
Douglas Thron,25,1037067,0,0,0,16.1,,,,,,,,,,
The Slow Mo Guys,24,1567988,49829,655,2884,16.1,,,,,,,,,,
itsAlexClark,1,412750,19099,497,5327,16.1,,,,,,,,,,
Nile Wilson,17,276557,12194,97,570,16.1,,,,,,,,,,
Cracken News,25,3397737,23564,1062,4597,16.1,,,,,,,,,,
Star Wars,24,202300,7436,134,1240,16.1,,,,,,,,,,
Ariel Bissett,22,21176,1751,25,226,16.1,,,,,,,,,,
jacksfilms,23,1076849,57068,477,31190,16.1,,,,,,,,,,
Vogue,24,2028324,53351,2018,9232,16.1,,,,,,,,,,
Polestar,2,35462,158,6,21,16.1,,,,,,,,,,
TheBackyardScientist,28,739015,27383,669,3914,16.1,,,,,,,,,,
LustreLux,26,195092,10812,290,1149,16.1,,,,,,,,,,
WalkTheMoonVEVO,10,45485,2418,95,328,16.1,,,,,,,,,,
ExplosmEntertainment,23,1172915,47604,1603,3345,16.1,,,,,,,,,,
TheScoreVEVO,10,64790,4511,40,421,16.1,,,,,,,,,,
Lindsey Stirling,24,1583774,107605,1789,6158,16.1,,,,,,,,,,
Lisa Eldridge,26,196289,9284,182,923,16.1,,,,,,,,,,
Taylor Swift,10,525592,32862,2641,3731,16.1,,,,,,,,,,
truTV,24,236859,3683,220,533,16.1,,,,,,,,,,
Camila Cabello,10,94192,16217,59,852,16.1,,,,,,,,,,
The School of Life,27,114159,5255,174,618,16.1,,,,,,,,,,
SonyPicturesClassics,24,129357,1435,29,194,16.1,,,,,,,,,,
BishopBriggsVEVO,10,85946,7146,31,432,16.1,,,,,,,,,,
IFC Films,1,26472,238,11,23,16.1,,,,,,,,,,
Fox News,25,450767,5256,1139,2666,16.1,,,,,,,,,,
PsychoSoprano,23,2264792,78979,982,8656,16.1,,,,,,,,,,
colinfurze,2,706381,20721,980,1541,16.1,,,,,,,,,,
CGTN,25,4801822,37405,7187,8021,16.1,,,,,,,,,,
Mayim Bialik,1,129046,6395,1328,2267,16.1,,,,,,,,,,
Kris Wu,10,1217447,70991,1002,7670,16.1,,,,,,,,,,
TomWalkerVEVO,10,80842,6363,498,301,16.1,,,,,,,,,,
Kiiara,10,81827,6968,62,478,16.1,,,,,,,,,,
SpaceX,28,409488,9197,125,1113,16.1,,,,,,,,,,
JessieWareVEVO,10,244518,11145,80,421,16.1,,,,,,,,,,
Daniel Howell,22,1635032,287464,731,52762,16.1,,,,,,,,,,
Cracked,23,245974,12688,1721,3358,16.1,,,,,,,,,,
INSIDER,19,18419,455,7,56,16.1,,,,,,,,,,
Don Giller,27,674654,1392,145,0,16.1,,,,,,,,,,
PatrickStarrr,26,2318784,95656,2655,13493,16.1,,,,,,,,,,
bill wurtz,22,1549921,152646,3344,15307,16.1,,,,,,,,,,
LaurDIY,26,1187847,56397,418,8834,16.1,,,,,,,,,,
Brave Wilderness,15,874803,28128,281,4143,16.1,,,,,,,,,,
Oculus,20,279074,1813,429,794,16.1,,,,,,,,,,
National Yo-Yo Contest,17,501282,4499,192,563,16.1,,,,,,,,,,
Wil Dasovich,22,251907,11072,156,2004,16.1,,,,,,,,,,
Glam&Gore,22,265920,19192,112,1781,16.1,,,,,,,,,,
SamSmithWorldVEVO,10,824469,50233,255,2955,16.1,,,,,,,,,,
VICE News,25,36907,486,22,358,16.1,,,,,,,,,,
FreeDawkins,17,122524,976,22,553,16.1,,,,,,,,,,
Watch What Happens Live with Andy Cohen,24,30643,179,24,28,16.1,,,,,,,,,,
TED-Ed,27,139917,4918,216,482,16.1,,,,,,,,,,
EUROLEAGUE BASKETBALL,17,16050,148,2,20,16.1,,,,,,,,,,
Paramore,10,116996,11961,99,716,16.1,,,,,,,,,,
Refinery29,26,10162,144,15,16,16.1,,,,,,,,,,
Numberphile,28,286121,18192,228,1351,16.1,,,,,,,,,,
Nintendo,20,5475859,98113,7322,19094,16.1,,,,,,,,,,
30 Rock Official,24,612722,1887,63,321,16.1,,,,,,,,,,
GOTDAMN ZO,24,109832,9246,51,945,16.1,,,,,,,,,,
LIVEKellyandRyan,24,3063,37,0,3,16.1,,,,,,,,,,
Madelaine Petsch,22,133637,12070,19,877,16.1,,,,,,,,,,
Looper,24,1099806,8116,688,1685,16.1,,,,,,,,,,
E! Entertainment,24,23163,169,29,32,16.1,,,,,,,,,,
Tess Christine,26,200178,11993,121,652,16.1,,,,,,,,,,
Grace Helbig,22,195993,16189,48,867,16.1,,,,,,,,,,
GregoryPorterVEVO,10,53670,1460,41,74,16.1,,,,,,,,,,
The Guides,20,9221,15,0,4,16.1,,,,,,,,,,
AnthonyPadilla,23,257147,32080,466,4065,16.1,,,,,,,,,,
Volpe Music,10,159893,3012,63,518,16.1,,,,,,,,,,
ESPN,17,72446,1031,24,734,16.1,,,,,,,,,,
SORTEDfood,26,122594,3856,73,253,16.1,,,,,,,,,,
CupcakeJemma,26,49906,2409,20,137,16.1,,,,,,,,,,
PBS NewsHour,25,9218,71,5,0,16.1,,,,,,,,,,
FOX,24,11094,78,37,34,16.1,,,,,,,,,,
Nature on PBS,15,278953,415,10,32,16.1,,,,,,,,,,
Domo and Crissy,23,1204955,76135,1798,9697,16.1,,,,,,,,,,
Vanity Fair,23,404175,10558,340,661,16.1,,,,,,,,,,
Tested,28,240154,8562,96,794,16.1,,,,,,,,,,
Ari Fitz,26,22165,2643,12,259,16.1,,,,,,,,,,
WWE,17,7965099,176882,3925,24066,16.1,,,,,,,,,,
Wassabi Productions,24,1033300,48085,1760,4738,16.1,,,,,,,,,,
IdolxVoice,24,2774,35,0,15,16.1,,,,,,,,,,
